X,CH1,CH2,CH3,Start,Increment,
Sequence,Volt,Volt,Volt,-3.000000e-02,5.000000e-05
0,6.40e+01,8.00e-01,1.52e+00,
1,7.00e+01,1.68e+00,9.60e-01,
2,6.60e+01,8.00e-01,9.60e-01,
3,7.20e+01,1.68e+00,1.44e+00,
4,7.00e+01,8.00e-01,1.60e+00,
5,7.40e+01,1.60e+00,9.60e-01,
6,7.20e+01,8.80e-01,1.60e+00,
7,7.60e+01,1.76e+00,9.60e-01,
8,7.20e+01,8.80e-01,1.04e+00,
9,7.80e+01,1.76e+00,1.60e+00,
10,7.60e+01,9.60e-01,1.60e+00,
11,8.00e+01,1.76e+00,1.04e+00,
12,7.60e+01,9.60e-01,1.60e+00,
13,8.40e+01,1.76e+00,1.12e+00,
14,8.00e+01,1.12e+00,1.20e+00,
15,8.60e+01,1.84e+00,1.68e+00,
16,8.20e+01,1.12e+00,1.68e+00,
17,8.80e+01,1.84e+00,1.12e+00,
18,8.60e+01,1.92e+00,1.28e+00,
19,9.00e+01,1.12e+00,1.76e+00,
20,8.80e+01,1.20e+00,1.28e+00,
21,9.40e+01,2.00e+00,1.84e+00,
22,9.20e+01,1.20e+00,1.28e+00,
23,9.60e+01,2.00e+00,1.92e+00,
24,9.40e+01,1.28e+00,1.36e+00,
25,9.80e+01,2.00e+00,1.92e+00,
26,9.60e+01,2.16e+00,1.36e+00,
27,1.00e+02,1.36e+00,2.00e+00,
28,9.80e+01,2.16e+00,2.00e+00,
29,1.02e+02,1.36e+00,1.44e+00,
30,1.02e+02,1.44e+00,2.00e+00,
31,1.06e+02,2.24e+00,1.44e+00,
32,1.04e+02,1.52e+00,1.52e+00,
33,1.10e+02,2.32e+00,2.08e+00,
34,1.06e+02,1.60e+00,2.08e+00,
35,1.10e+02,2.32e+00,1.52e+00,
36,1.08e+02,1.60e+00,1.52e+00,
37,1.12e+02,2.32e+00,2.16e+00,
38,1.10e+02,2.32e+00,2.16e+00,
39,1.16e+02,1.68e+00,1.60e+00,
40,1.14e+02,1.68e+00,1.60e+00,
41,1.18e+02,2.40e+00,2.32e+00,
42,1.14e+02,1.68e+00,1.76e+00,
43,1.20e+02,2.48e+00,2.32e+00,
44,1.16e+02,1.76e+00,1.76e+00,
45,1.22e+02,2.48e+00,2.32e+00,
46,1.18e+02,2.48e+00,1.84e+00,
47,1.24e+02,1.84e+00,2.40e+00,
48,1.20e+02,1.76e+00,1.84e+00,
49,1.26e+02,2.48e+00,2.40e+00,
50,1.20e+02,2.64e+00,1.84e+00,
51,1.28e+02,1.76e+00,2.40e+00,
52,1.24e+02,2.56e+00,2.40e+00,
53,1.28e+02,2.00e+00,1.92e+00,
54,1.24e+02,1.92e+00,1.92e+00,
55,1.28e+02,2.56e+00,2.48e+00,
56,1.26e+02,1.92e+00,1.92e+00,
57,1.30e+02,2.56e+00,2.48e+00,
58,1.26e+02,1.92e+00,2.00e+00,
59,1.30e+02,2.64e+00,2.48e+00,
60,1.28e+02,2.08e+00,2.32e+00,
61,1.26e+02,2.32e+00,2.16e+00,
62,1.26e+02,2.08e+00,2.16e+00,
63,1.28e+02,2.24e+00,2.32e+00,
64,1.28e+02,2.24e+00,2.32e+00,
65,1.24e+02,2.08e+00,2.16e+00,
66,1.24e+02,2.24e+00,2.32e+00,
67,1.28e+02,2.00e+00,2.16e+00,
68,1.24e+02,2.08e+00,2.32e+00,
69,1.26e+02,2.24e+00,2.16e+00,
70,1.24e+02,2.24e+00,2.16e+00,
71,1.26e+02,2.00e+00,2.32e+00,
72,1.24e+02,2.24e+00,2.16e+00,
73,1.26e+02,2.00e+00,2.32e+00,
74,1.26e+02,2.24e+00,2.16e+00,
75,1.20e+02,2.00e+00,2.32e+00,
76,1.26e+02,2.24e+00,2.32e+00,
77,1.20e+02,2.00e+00,2.00e+00,
78,1.22e+02,2.00e+00,2.16e+00,
79,1.20e+02,2.24e+00,2.00e+00,
80,1.22e+02,2.40e+00,2.32e+00,
81,1.18e+02,1.76e+00,1.84e+00,
82,1.22e+02,2.32e+00,2.32e+00,
83,1.16e+02,1.76e+00,1.84e+00,
84,1.20e+02,2.32e+00,2.40e+00,
85,1.14e+02,1.60e+00,1.92e+00,
86,1.18e+02,1.68e+00,2.24e+00,
87,1.12e+02,2.24e+00,1.76e+00,
88,1.16e+02,1.60e+00,1.76e+00,
89,1.10e+02,2.24e+00,2.16e+00,
90,1.16e+02,2.08e+00,1.76e+00,
91,1.08e+02,1.60e+00,2.16e+00,
92,1.12e+02,1.60e+00,2.16e+00,
93,1.06e+02,2.16e+00,1.68e+00,
94,1.10e+02,2.08e+00,2.08e+00,
95,1.02e+02,1.44e+00,1.60e+00,
96,1.08e+02,2.00e+00,2.00e+00,
97,9.80e+01,1.44e+00,1.60e+00,
98,1.02e+02,1.92e+00,1.60e+00,
99,9.60e+01,1.44e+00,2.00e+00,
100,1.00e+02,1.92e+00,1.92e+00,
101,9.40e+01,1.44e+00,1.52e+00,
102,9.80e+01,1.28e+00,1.84e+00,
103,9.20e+01,1.84e+00,1.52e+00,
104,9.80e+01,1.84e+00,1.52e+00,
105,9.00e+01,1.20e+00,1.84e+00,
106,9.60e+01,1.68e+00,1.44e+00,
107,8.60e+01,1.20e+00,1.84e+00,
108,9.40e+01,1.68e+00,1.76e+00,
109,8.40e+01,1.20e+00,1.36e+00,
110,9.00e+01,1.12e+00,1.36e+00,
111,8.20e+01,1.68e+00,1.76e+00,
112,8.60e+01,1.60e+00,1.36e+00,
113,8.00e+01,1.12e+00,1.68e+00,
114,8.40e+01,1.52e+00,1.60e+00,
115,7.60e+01,9.60e-01,1.28e+00,
116,8.00e+01,1.44e+00,1.60e+00,
117,7.40e+01,1.04e+00,1.20e+00,
118,7.80e+01,8.80e-01,1.60e+00,
119,7.20e+01,1.44e+00,1.12e+00,
120,7.80e+01,8.80e-01,1.52e+00,
121,7.00e+01,1.44e+00,1.12e+00,
122,7.60e+01,1.36e+00,1.52e+00,
123,7.00e+01,8.80e-01,1.04e+00,
124,7.40e+01,1.36e+00,1.52e+00,
125,6.60e+01,7.20e-01,1.04e+00,
126,7.00e+01,1.28e+00,1.04e+00,
127,6.40e+01,8.00e-01,1.44e+00,
128,6.80e+01,1.28e+00,1.36e+00,
129,6.20e+01,6.40e-01,9.60e-01,
130,6.20e+01,1.28e+00,9.60e-01,
131,6.80e+01,7.20e-01,1.36e+00,
132,6.60e+01,8.00e-01,9.60e-01,
133,6.20e+01,1.28e+00,1.28e+00,
134,6.60e+01,1.20e+00,1.36e+00,
135,6.00e+01,6.40e-01,9.60e-01,
136,6.40e+01,1.20e+00,1.20e+00,
137,6.00e+01,8.80e-01,9.60e-01,
138,6.40e+01,1.20e+00,8.80e-01,
139,5.60e+01,5.60e-01,1.28e+00,
140,6.00e+01,8.80e-01,1.20e+00,
141,6.40e+01,1.12e+00,9.60e-01,
142,6.00e+01,8.80e-01,1.20e+00,
143,6.20e+01,1.20e+00,8.80e-01,
144,6.20e+01,8.80e-01,9.60e-01,
145,6.00e+01,1.12e+00,1.20e+00,
146,6.00e+01,8.80e-01,1.20e+00,
147,6.20e+01,1.12e+00,8.80e-01,
148,6.00e+01,7.20e-01,1.20e+00,
149,6.40e+01,1.28e+00,8.80e-01,
150,6.00e+01,8.00e-01,1.20e+00,
151,6.60e+01,1.36e+00,8.80e-01,
152,6.20e+01,8.80e-01,9.60e-01,
153,6.60e+01,1.28e+00,1.28e+00,
154,6.60e+01,1.20e+00,9.60e-01,
155,6.20e+01,9.60e-01,1.28e+00,
156,6.20e+01,8.00e-01,9.60e-01,
157,6.60e+01,1.36e+00,1.36e+00,
158,6.20e+01,8.00e-01,9.60e-01,
159,6.80e+01,1.44e+00,1.36e+00,
160,6.60e+01,8.80e-01,1.04e+00,
161,7.00e+01,1.44e+00,1.44e+00,
162,6.60e+01,1.12e+00,1.04e+00,
163,7.40e+01,1.52e+00,1.44e+00,
164,6.80e+01,9.60e-01,1.12e+00,
165,7.40e+01,1.52e+00,1.44e+00,
166,7.20e+01,1.12e+00,1.12e+00,
167,7.60e+01,1.52e+00,1.52e+00,
168,7.20e+01,1.20e+00,1.12e+00,
169,7.80e+01,1.68e+00,1.52e+00,
170,7.60e+01,1.20e+00,1.12e+00,
171,8.00e+01,1.68e+00,1.60e+00,
172,7.80e+01,1.28e+00,1.28e+00,
173,8.40e+01,1.76e+00,1.60e+00,
174,8.00e+01,1.28e+00,1.28e+00,
175,8.60e+01,1.76e+00,1.68e+00,
176,8.40e+01,1.36e+00,1.28e+00,
177,8.80e+01,1.84e+00,1.68e+00,
178,8.60e+01,1.36e+00,1.36e+00,
179,9.00e+01,1.84e+00,1.84e+00,
180,8.60e+01,1.20e+00,1.36e+00,
181,9.40e+01,1.92e+00,1.84e+00,
182,9.20e+01,1.92e+00,1.44e+00,
183,9.60e+01,1.28e+00,2.00e+00,
184,9.40e+01,1.28e+00,1.92e+00,
185,9.80e+01,2.00e+00,1.44e+00,
186,9.60e+01,1.28e+00,1.44e+00,
187,1.02e+02,2.16e+00,2.00e+00,
188,9.80e+01,2.16e+00,2.00e+00,
189,1.06e+02,1.36e+00,1.52e+00,
190,1.02e+02,1.44e+00,1.60e+00,
191,1.08e+02,2.16e+00,2.00e+00,
192,1.04e+02,2.24e+00,1.68e+00,
193,1.10e+02,1.44e+00,2.16e+00,
194,1.06e+02,1.52e+00,2.08e+00,
195,1.10e+02,2.32e+00,1.60e+00,
196,1.08e+02,1.52e+00,1.68e+00,
197,1.16e+02,2.32e+00,2.24e+00,
198,1.16e+02,1.60e+00,1.76e+00,
199,1.10e+02,2.32e+00,2.32e+00,
200,1.14e+02,2.40e+00,1.76e+00,
201,1.18e+02,1.60e+00,2.32e+00,
202,1.14e+02,1.68e+00,1.76e+00,
203,1.20e+02,2.48e+00,2.32e+00,
204,1.16e+02,1.68e+00,1.76e+00,
205,1.22e+02,2.56e+00,2.32e+00,
206,1.18e+02,1.68e+00,2.32e+00,
207,1.26e+02,2.56e+00,1.76e+00,
208,1.20e+02,1.76e+00,1.84e+00,
209,1.26e+02,2.48e+00,2.40e+00,
210,1.20e+02,1.76e+00,1.84e+00,
211,1.28e+02,2.64e+00,2.40e+00,
212,1.24e+02,1.76e+00,1.84e+00,
213,1.28e+02,2.56e+00,2.40e+00,
214,1.24e+02,1.84e+00,1.84e+00,
215,1.28e+02,2.64e+00,2.40e+00,
216,1.26e+02,1.76e+00,2.32e+00,
217,1.30e+02,2.72e+00,1.84e+00,
218,1.26e+02,1.92e+00,2.40e+00,
219,1.30e+02,2.72e+00,1.84e+00,
220,1.26e+02,2.08e+00,2.32e+00,
221,1.28e+02,2.32e+00,2.16e+00,
222,1.26e+02,2.08e+00,2.16e+00,
223,1.28e+02,2.24e+00,2.32e+00,
224,1.28e+02,2.08e+00,2.32e+00,
225,1.24e+02,2.24e+00,2.16e+00,
226,1.24e+02,2.08e+00,2.32e+00,
227,1.28e+02,2.24e+00,2.16e+00,
228,1.24e+02,2.24e+00,2.16e+00,
229,1.26e+02,2.00e+00,2.32e+00,
230,1.24e+02,2.24e+00,2.16e+00,
231,1.26e+02,2.00e+00,2.32e+00,
232,1.26e+02,2.24e+00,2.16e+00,
233,1.22e+02,2.00e+00,2.32e+00,
234,1.26e+02,2.24e+00,2.16e+00,
235,1.20e+02,2.00e+00,2.32e+00,
236,1.20e+02,2.00e+00,2.24e+00,
237,1.26e+02,2.24e+00,2.00e+00,
238,1.22e+02,2.00e+00,2.24e+00,
239,1.20e+02,2.24e+00,2.00e+00,
240,1.22e+02,2.40e+00,2.00e+00,
241,1.16e+02,1.68e+00,2.48e+00,
242,1.20e+02,1.68e+00,2.32e+00,
243,1.16e+02,2.24e+00,1.92e+00,
244,1.20e+02,2.32e+00,1.84e+00,
245,1.14e+02,1.68e+00,2.32e+00,
246,1.18e+02,1.68e+00,1.92e+00,
247,1.12e+02,2.32e+00,2.32e+00,
248,1.16e+02,1.60e+00,2.24e+00,
249,1.08e+02,2.24e+00,1.60e+00,
250,1.14e+02,1.60e+00,2.32e+00,
251,1.08e+02,2.24e+00,1.76e+00,
252,1.12e+02,2.24e+00,2.00e+00,
253,1.04e+02,1.52e+00,1.76e+00,
254,1.10e+02,1.52e+00,1.68e+00,
255,1.02e+02,2.16e+00,2.08e+00,
256,1.06e+02,1.52e+00,1.92e+00,
257,9.80e+01,2.16e+00,1.52e+00,
258,1.02e+02,2.00e+00,1.52e+00,
