,length,wingLength,appliedElectricField,activeMaterialThickness,multiLayers,staticStrokeAmplitude,operatingFrequency,width,transmissionRatio,naturalFrequency,strokeAmplitude,netThrust,loadedDisplacement,liftableMass,totalMechanicalMass,appliedVoltage,intBulk,intCapacitance,intResistance,intInductance,averageCurrent,xt018-m0-mass,xt018-m0-area,xt018-m0-current,xt018-mem-mass,xt018-mem-area,xt018-mem-current,IMU-sensor-mass,IMU-sensor-area,IMU-sensor-current,total-additional-mass,total-additional-current,cp-frequency,cp-capacitance,N,M,cp-area,cp-mass,vin,load,battery-mass,battery-alpha,runtime,ccount,runtime-new
0,0.006,0.0075,400000.0,0.000127,1.0,25.0,400.0,0.0010950464896301,8919.346175413035,385.3528593710531,132.0754358970089,0.0,0.0002584439679854,0.1610123529224353,0.0408250852077945,50.8,2.548810979260253e-09,4.839096174655074e-10,1248.5680000000002,1.8040793025861663,6.580187065179578e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,6.324044186635101e-10,22.0,2.0,,0.0185631741652541,3.606102657271963,0.0118857395858274,0.0614440935493866,0.1071139404033156,129.11637743990892,1.0,2.097604012640512
1,0.006,0.0075,400000.0,0.000127,1.0,30.0,400.0,0.0015854574011655,10703.21541049564,385.3528593710531,133.14042423200465,0.0,0.0002171066059337,0.1811265686073972,0.0591083886472928,50.8,3.5296328023310632e-09,5.792969918137014e-10,1248.5680000000002,1.7049476409283997,8.687798942271206e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,8.714572088244708e-10,22.0,2.0,,0.0255801690620103,3.5727863225831595,0.0161029971413721,0.0562580108980939,0.1398062927834573,113.89004971575758,1.0,1.8502395253593835
2,0.006,0.0075,500000.0,0.000127,1.0,35.0,400.0,0.001389947871718,9989.667716462602,385.3528593710531,134.14132881399766,0.0,0.0002343629355104,0.1731852787191087,0.0518194805742442,63.5,3.138613743436133e-09,5.412694107885221e-10,1248.5680000000002,1.7444679372109102,9.809361228881424e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,4.0527897255186727e-10,28.0,4.0,,0.0518832546135206,3.605837862727648,0.0119192578825761,0.0293025435313438,0.1073835694049394,61.556702189098125,1.0,1.000040334691738
3,0.006,0.008,400000.0,0.000127,1.0,25.0,350.0,0.0010809778399203,8919.346175413035,351.11917342151344,116.58942291811913,0.0,0.0002281410837635,0.1381436478540348,0.0403005834367763,50.8,2.5206736798407954e-09,4.81173194753717e-10,1248.5680000000002,1.806923139438491,5.996850780279095e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,5.699723722312986e-10,22.0,2.0,,0.0167305858448505,3.614992362697981,0.0107604604179772,0.0409324785724079,0.0979664331359702,86.89522072079532,1.0,1.4116858525947256
4,0.006,0.008,400000.0,0.000127,1.0,25.0,400.0,0.0015616124577686,8919.346175413035,385.3528593710531,137.44796765153683,0.0,0.0002689568874798,0.2488574775685789,0.0582194110055465,50.8,3.4819429155372397e-09,5.74659031098285e-10,1248.5680000000002,1.7097676577866514,8.585307816137225e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,8.592963721841465e-10,22.0,2.0,,0.0252232080385142,3.574454061778775,0.0158918909140791,0.1252348585245181,0.1382268131664607,253.9939402414248,1.0,4.129486948128989
5,0.006,0.008,400000.0,0.000127,1.0,30.0,350.0,0.0015663914328296,10703.21541049564,351.11917342151344,119.25435274193954,0.0,0.000194463161102,0.1532915669587485,0.0583975788421826,50.8,3.491500865659341e-09,5.755885656425351e-10,1248.568,1.7088016357678104,7.897203192165816e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,7.791389468280222e-10,22.0,2.0,,0.0228703208612413,3.585518772489148,0.0144912946216268,0.0318436672553244,0.1275989520339061,65.37992293679159,1.0,1.0621517672434464
6,0.006,0.008,400000.0,0.000127,1.0,30.0,400.0,0.0022613115122322,10703.21541049564,385.3528593710531,138.32852276301634,0.0,0.000225566624518,0.2502494579185507,0.0843053112744376,50.8,5.71686021151823e-09,8.440285437854965e-10,1093.7264650357008,0.8615184788733423,0.0001348726055345,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,5.708079399627877e-10,24.0,3.0,,0.0626348953054659,3.585216407976412,0.0145295686105807,0.063129251338647,0.1278928614432423,129.57034911012104,1.0,2.1049791641014726
7,0.006,0.008,450000.0,0.000127,1.0,30.0,400.0,0.0017867152689242,9513.969253773908,385.3528593710531,138.3285227630163,0.0,0.0002537624525827,0.2618705861084651,0.066611603969926,57.15,3.9321485378484855e-09,6.184426533821095e-10,1248.5680000000002,1.6642653755396537,0.0001074700294653,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,5.835167786471551e-10,27.0,3.0,,0.0720331192041078,3.5783708824130187,0.015396090833795,0.0830458629344312,0.134494369942509,169.15819722027385,1.0,2.7481193930380385
8,0.006,0.008,500000.0,0.000127,1.0,30.0,375.0,0.0012170995682043,8562.572328396516,351.11917342151344,120.4064639618038,0.0,0.0002454273267681,0.1552266069270742,0.0453754192619655,63.5,2.792917136408608e-09,5.07649551513578e-10,1248.5680000000002,1.779407493283182,8.162099755040985e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,100000000.0,8.206979767813506e-11,24.0,4.0,,0.0090055390358548,3.5800723558156733,0.0151807144537122,0.0606656486292537,0.1328628984789669,123.80430952427642,1.0,2.0113050048754877
9,0.006,0.008,500000.0,0.000127,1.0,30.0,400.0,0.0014472393678286,8562.572328396516,385.3528593710531,138.3285227630163,0.0,0.0002819582806475,0.2522871376772398,0.0539553992156401,63.5,3.253196735657276e-09,5.524128932395093e-10,1248.5680000000002,1.7328870341871192,0.000101171523259,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,10000000.0,7.069037885069142e-10,30.0,3.0,,0.096960907698337,3.5482391876330106,0.0192102294135429,0.0611908307632627,0.1624021730493105,120.62214300026884,1.0,1.9596080361241668
