,length,wingLength,appliedElectricField,activeMaterialThickness,multiLayers,staticStrokeAmplitude,operatingFrequency,width,transmissionRatio,naturalFrequency,strokeAmplitude,netThrust,loadedDisplacement,liftableMass,totalMechanicalMass,appliedVoltage,intBulk,intCapacitance,intResistance,intInductance,averageCurrent,xt018-m0-mass,xt018-m0-area,xt018-m0-current,xt018-mem-mass,xt018-mem-area,xt018-mem-current,IMU-sensor-mass,IMU-sensor-area,IMU-sensor-current,total-additional-mass,total-additional-current,ccount,boost-frequency,inductance,boost-mass,vin,load,battery-mass,battery-alpha,runtime,runtime-new
10,0.006,0.0085,550000.0,0.000127,1.0,25.0,400.0,0.0011242121625121,6486.797218482209,385.3528593710531,138.7287537884801,0.0,0.0003732617868643,0.2966698316010765,0.0419124281579138,69.85,2.607142325024348e-09,4.895824866694305e-10,1248.5680000000002,1.798183753469789,9.22007506062126e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,589491.0055125512,1.9e-06,0.12776,3.4174987895096027,0.0357596468975186,0.0868174034431626,0.2652056503128259,150.13354842849083,2.4390457683541285
11,0.006,0.0085,550000.0,0.000127,1.0,30.0,400.0,0.0016284101876554,7784.156662178651,385.3528593710531,139.52714084878787,0.0,0.000312841597284,0.312967667565503,0.0607097372520957,69.85,3.6155383753109165e-09,5.87651523549925e-10,1248.568,1.6962651646673257,0.0001219958124166,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,778251.3579664659,1.9e-06,0.12776,3.2709713325952205,0.0543074262537695,0.0843179303134071,0.3540590932264885,128.17929397091277,2.0823803039208717
12,0.006,0.0085,550000.0,0.000127,1.0,35.0,400.0,0.0022317885391641,9081.516105875093,385.3528593710531,140.39775301264126,0.0,0.0002698231246748,0.305966698214247,0.0832046476017004,69.85,5.608609310268381e-09,8.356483494701944e-10,1097.662861444786,0.8727615158870619,0.000182310208183,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,964191.6455738244,1.9e-06,0.12776,3.449846337352592,0.0316650205882795,0.0548220506125463,0.242193229638721,97.77299208011372,1.588404385655307
13,0.006,0.0085,600000.0,0.000127,1.0,30.0,400.0,0.0013683168937938,7135.476940330432,385.3528593710531,139.5271408487878,0.0,0.0003412817424916,0.3355172681811641,0.0510130431076638,76.2,3.095351787587647e-09,5.370620774273677e-10,1248.5680000000002,1.7488404230885166,0.000116317851645,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,902866.140776304,1.9e-06,0.12776,3.42758728787295,0.0344826217882342,0.1165642250735002,0.2581799837398004,203.5021382929018,3.306151283135259
14,0.006,0.0085,600000.0,0.000127,1.0,35.0,400.0,0.0018753223141587,8324.72309705217,385.3528593710531,140.39775301264123,0.0,0.0002943524996453,0.3005696879548951,0.0699150163875399,76.2,4.2600072566349005e-09,6.770768715357596e-10,1203.374611504765,1.397745517303667,0.0001546403368869,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,1109229.9407967643,1.9e-06,0.12776,3.3598623090533457,0.043055403917298,0.0627146715673551,0.3029229586210671,102.8857149996552,1.6714648641730534
15,0.006,0.009,400000.0,0.000127,1.0,20.0,400.0,0.0017824147828915,7135.476940330428,385.3528593710531,136.91980218548818,0.0,0.000334904222843,0.354794725906665,0.066451274969848,50.8,3.923547565783018e-09,6.17606187346313e-10,1248.5680000000002,1.6651346757863106,9.534405517343796e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,462350.6817417175,1.9e-06,0.12776,3.585521660480998,0.0144909290530382,0.1204034509368169,0.1275961438446728,247.20750972843535,4.018204015267513
16,0.006,0.009,400000.0,0.000127,1.0,25.0,400.0,0.0027994402760015,8919.346175413035,385.3528593710531,137.61804872149483,0.0,0.0002692897005142,0.3903561247521427,0.1043676125937809,50.8,7.357598552003184e-09,9.30021870361179e-10,988.7359171995224,0.7447815720636457,0.0001686750758633,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,899967.347807839,1.9e-06,0.12776,3.476484732914324,0.0282930717829969,0.1180485121583616,0.2221314522166001,216.1085144435503,3.511114579473882
17,0.006,0.009,400000.0,0.000127,1.0,30.0,400.0,0.0040565496435433,10703.21541049564,385.3528593710531,138.38940492864495,0.0,0.0002256659025578,0.4027654440539278,0.1512346611907268,50.8,9.871817287086758e-09,8.66079002381166e-10,611.6031069369864,0.8219550971005802,0.0002166352056825,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,744961.907663598,1.9e-06,0.12776,3.447898569835978,0.0319115734384838,0.0835907828632008,0.2436196006940921,148.80030015400578,2.417385999040439
18,0.006,0.009,450000.0,0.000127,1.0,20.0,350.0,0.0010190072890898,6342.646169182605,351.11917342151344,117.1079722512694,0.0,0.0003222503102963,0.2424015495863636,0.0379902221489326,57.15,2.396732578179727e-09,4.691196127644239e-10,1248.5680000000002,1.8194498665833752,6.473590857586539e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,412462.81607465656,1.9e-06,0.12776,3.576266161592156,0.0156625111908663,0.0364713274374308,0.136504024276482,74.11686427323178,1.2040907182846399
19,0.006,0.009,450000.0,0.000127,1.0,20.0,400.0,0.001408327729692,6342.646169182605,385.3528593710531,136.91980218548818,0.0,0.0003767672506984,0.3351795863320695,0.0525047110872873,57.15,3.1753734593841153e-09,5.448443850637532e-10,1248.5680000000002,1.7407526327200475,8.917293167912734e-05,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,339975.2900849637,1.9e-06,0.12776,3.56033664279724,0.0176789059750329,0.1147348752447819,0.1514166504802545,229.13693645684324,3.7231765065780333
20,0.006,0.009,450000.0,0.000127,1.0,25.0,400.0,0.0022119034279518,7928.307711478257,385.3528593710531,137.6180487214948,0.0,0.0003029509130785,0.3772989648669281,0.0824632988395307,57.15,5.535697235823552e-09,8.300038943689e-10,1100.3142096064164,0.8803342302226058,0.0001474326935513,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,674408.8409466143,1.9e-06,0.12776,3.431862878045876,0.0339414078422942,0.1268956660273973,0.255161747413169,222.4405246051789,3.6141379429818956
21,0.006,0.009,450000.0,0.000127,1.0,30.0,400.0,0.0032051750269972,9513.969253773908,385.3528593710531,138.38940492864492,0.0,0.0002538741403775,0.3658816898666528,0.1194940532865003,57.15,8.169068053994481e-09,9.093841722517852e-10,867.0154919008279,0.7696894931823515,0.0002071735512379,0.00148,6.65847e-07,0.0154111111111111,0.0157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.0401799999999999,0.0990777777777777,1.0,864812.4709882777,1.9e-06,0.12776,3.280779717079118,0.0530658585975799,0.0784476365801525,0.3487878945305325,120.22851352779556,1.9532131946505344
