,length,wingLength,appliedElectricField,activeMaterialThickness,multiLayers,staticStrokeAmplitude,operatingFrequency,width,transmissionRatio,naturalFrequency,strokeAmplitude,netThrust,loadedDisplacement,liftableMass,totalMechanicalMass,appliedVoltage,intBulk,intCapacitance,intResistance,intInductance,averageCurrent,xt018-m0-mass,xt018-m0-area,xt018-m0-current,xt018-mem-mass,xt018-mem-area,xt018-mem-current,IMU-sensor-mass,IMU-sensor-area,IMU-sensor-current,total-additional-mass,total-additional-current,cp-frequency,cp-capacitance,N,M,cp-area,cp-mass,vin,load,battery-mass,battery-alpha,runtime,ccount,runtime-new
10,0.01,0.011,400000.0,0.000127,1.0,30.0,325.0,0.004371840322889,3853.1575477784313,291.5053062825179,149.393353370322,0.0,0.0006766933001249,0.7227269471982779,0.2716486703030347,50.8,1.6879857850593226e-08,2.0680947817864684e-09,462.8746236147919,2.1596878621029783,0.0002874136082564,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,7.960754281697988e-10,24.0,4.0,,0.0873535520580179,3.516183120121699,0.023267959478266,0.3276747248372251,0.1901820202331291,624.5044060750105,1.0,32.49105974623162
11,0.01,0.011,400000.0,0.000127,1.0,30.0,350.0,0.0054349299663041,3853.1575477784313,319.92671377973846,145.7148174961735,0.0,0.0006600309753015,0.8878704022400884,0.3377048083862715,50.8,2.0922829865216402e-08,2.287434772460859e-09,371.4721914725087,1.9008224737021784,0.0003842401326076,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,1.17287774149936e-09,24.0,4.0,,0.1287001623518288,3.444833479060716,0.0322995596125676,0.3854154315019878,0.2458533583809812,684.053468214606,1.0,49.53282572786201
12,0.01,0.011,400000.0,0.000127,1.0,35.0,300.0,0.0048160492784626,4495.35047240817,265.6087782946687,140.86781997253271,0.0,0.000546922266399,0.498784514403049,0.2992500379665564,50.8,1.85086240210298e-08,2.194184974522557e-09,403.646762871644,1.9905227269449173,0.0002860636010507,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,7.913626277966542e-10,24.0,4.0,,0.0868364153167407,3.5171309947402136,0.0231479753493401,0.0766480611197517,0.1893870543408772,146.22440311447616,1.0,2.3755383427037278
13,0.01,0.011,400000.0,0.000127,1.0,35.0,325.0,0.0060010525974299,4495.35047240817,291.5053062825179,150.84605507559178,0.0,0.0005856629735263,0.6754686698570668,0.3728814041939087,50.8,2.3187320389719893e-08,2.340847310462323e-09,361.51749112679136,1.8752484499636983,0.0003849067996873,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,1.1757844807327972e-09,24.0,4.0,,0.129019119561111,3.444315120283965,0.0323651746475994,0.1375181461020469,0.2462298210014249,243.9518462234195,1.0,3.9649330275478274
14,0.01,0.011,450000.0,0.000127,1.0,20.0,300.0,0.0012144994445524,2283.3526209057377,265.6087782946687,136.38045570002305,0.0,0.0010424530865458,0.405118293706459,0.0754641374867101,57.15,5.0411077782097415e-09,8.103184021698042e-10,1250.4203332685388,5.814344215588403,9.615882873252344e-05,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,5.146164107867734e-10,27.0,3.0,,0.0635276081495664,3.591923553021485,0.0136805629086728,0.2300765480701824,0.121326394352633,475.77879527462,1.0,10.90286570464145
15,0.01,0.011,450000.0,0.000127,1.0,20.0,325.0,0.0015150994802838,2283.3526209057377,291.5053062825179,146.10595875690416,0.0,0.0011167920424307,0.7151574759066913,0.0941422213069185,57.15,6.2435079211354836e-09,1.0340066121589592e-09,1070.0603118296774,4.761420446430474,0.0001286948755898,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1000000.0,3.939811882242623e-09,28.0,4.0,,0.5043692785951477,3.5954503351070297,0.0132341347965785,0.0805959760046249,0.1178337586212585,167.32812388311083,1.0,2.7183878188614403
16,0.01,0.011,450000.0,0.000127,1.0,20.0,350.0,0.0018847180588383,2283.3526209057377,319.92671377973846,129.1896586567912,0.0,0.0009874886964214,0.6103565901343944,0.1171088413039815,57.15,7.721982235353521e-09,1.309054211585933e-09,848.289164696972,3.466742666584453,0.0001727288761109,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,1.0296420690559616e-09,27.0,3.0,,0.1271057364791235,3.4953014488887506,0.0259112090014239,0.3300920123512892,0.2073079370360622,615.8070741113974,1.0,30.46256199477883
17,0.01,0.011,450000.0,0.000127,1.0,25.0,275.0,0.0015163120482778,2854.1907761321727,242.0128264794384,122.48816180897768,0.0,0.0007490115013192,0.3653615983924858,0.0942175654317908,57.15,6.24835819311129e-09,1.0349089312934107e-09,1069.3327710333065,4.757173136015339,0.0001080698169424,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,5.872300756921267e-10,27.0,3.0,,0.0724915128244264,3.577646238510736,0.0154878179100335,0.1626025201362685,0.1351873380228168,330.9439609505625,1.0,5.471179217658836
18,0.01,0.011,450000.0,0.000127,1.0,25.0,300.0,0.0019096445498574,2854.1907761321727,265.6087782946687,138.04891546313004,0.0,0.0008441650515401,0.4913618374828204,0.1186576737499431,57.15,7.821688199429841e-09,1.32760298568638e-09,833.333270085524,3.37943164943228,0.0001462999369234,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,8.37779942825799e-10,27.0,3.0,,0.1034210235193134,3.530066209069976,0.0215106064468384,0.2332331402135636,0.1783804185216657,450.9892493315441,1.0,9.355801181387369
19,0.01,0.011,450000.0,0.000127,1.0,25.0,325.0,0.0023815291247763,2854.1907761321727,291.5053062825179,147.89025354936092,0.0,0.0009043445440404,0.7400860360986402,0.1479786936971042,57.15,9.582050124180004e-09,1.50313831383152e-09,728.249450029818,2.917644806938916,0.0001922061916987,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,10000000.0,6.237117115693128e-10,28.0,4.0,,0.0798467123350298,3.5403453227167097,0.0202094528206696,0.4762106300665062,0.1694184089888049,930.8646440734458,1.0,180.0821804081983
