Unnamed: 0,length,wingLength,appliedElectricField,activeMaterialThickness,multiLayers,staticStrokeAmplitude,operatingFrequency,width,transmissionRatio,naturalFrequency,strokeAmplitude,netThrust,loadedDisplacement,liftableMass,totalMechanicalMass,appliedVoltage,intBulk,intCapacitance,intResistance,intInductance,averageCurrent,xt018-m0-mass,xt018-m0-area,xt018-m0-current,xt018-mem-mass,xt018-mem-area,xt018-mem-current,IMU-sensor-mass,IMU-sensor-area,IMU-sensor-current,total-additional-mass,total-additional-current,ccount,boost-frequency,inductance,boost-mass,vin,load,battery-mass,battery-alpha,runtime
1.0,0.01,0.011,400000.0,0.000127,1.0,20.0,300.0,0.0015371008595116,2568.7716985189545,265.6087782946687,136.38045570002305,0.0,0.0009266249658185,0.4016504654835288,0.0955092990066175,50.8,6.3315134380467054e-09,1.0503786964961591e-09,1056.859484292994,4.684355335354071,0.0001061712075659,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,433388.1699662772,1.9e-06,0.12776,3.580410146238957,0.015137956172283923,0.14233116647691121,0.13253827339500063,290.5731487019046
2.0,0.01,0.011,400000.0,0.000127,1.0,20.0,325.0,0.0019175477797342,2568.7716985189545,291.5053062825179,146.10595875690402,0.0,0.0009927040377162,0.7425916964015287,0.1191487488415687,50.8,7.853301118937092e-09,1.333484087263682e-09,828.5913321594363,3.3517486900135736,0.0001427083305008,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,286273.67726663157,1.9e-06,0.12776,3.54603193469716,0.019489628519346883,0.45963294755995987,0.16437593709781212,903.9142614455551
3.0,0.01,0.011,400000.0,0.000127,1.0,20.0,350.0,0.0023853462932173,2568.7716985189545,319.92671377973846,129.18965865679155,0.0,0.0008777677301523,0.6170789302554058,0.1482158772753516,50.8,9.596046408463522e-09,1.5042218298173816e-09,727.7404942376901,2.916191140129335,0.0001872075822283,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,845204.7227649769,1.9e-06,0.12776,3.4671204051722726,0.029478429725028798,0.30505305298005414,0.22930382202185967,553.3038977106238
5.0,0.01,0.011,400000.0,0.000127,1.0,25.0,275.0,0.0019190824361016,3210.964623148693,242.0128264794384,122.48816180897774,0.0,0.0006657880011726,0.3372002559162247,0.1192441062496101,50.8,7.859439744406472e-09,1.3346260849182212e-09,827.6705383390291,3.3463731877694185,0.0001195738742423,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,393802.14837843284,1.9e-06,0.12776,3.5726755983451994,0.016117012867696293,0.0541461496666146,0.13991095237369167,109.60141101629904
6.0,0.01,0.011,400000.0,0.000127,1.0,25.0,300.0,0.0024168938834133,3210.964623148693,265.6087782946687,138.04891546313004,0.0,0.0007503689347023,0.4802704629737137,0.1501761183397717,50.8,9.711720905848938e-09,1.5131767184531563e-09,723.5341488782204,2.9041770816722514,0.0001580736089586,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,929608.9097994061,1.9e-06,0.12776,3.4812580279419834,0.027688857222533746,0.1662843446339419,0.21842385594968045,305.86360761908037
7.0,0.01,0.011,400000.0,0.000127,1.0,25.0,325.0,0.003014122798545,3210.964623148693,291.5053062825179,147.890253549361,0.0,0.0008038618169248,0.7536209503772945,0.1872855342103974,50.8,1.1901560261331982e-08,1.682702136776351e-09,643.9036268606552,2.676738375448732,0.0002079049787659,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,777208.9481622459,1.9e-06,0.12776,3.4544008366451715,0.03108850169048464,0.40252541616689697,0.2388368309940422,721.0679987101267
8.0,0.01,0.011,400000.0,0.000127,1.0,25.0,350.0,0.0037483602850651,3210.964623148693,319.92671377973846,138.9806817498487,0.0,0.0007554335777211,0.7516742630959006,0.2329081146728066,50.8,1.4593764378572129e-08,1.891117894783353e-09,546.0052953246499,2.3971236083738816,0.0002748483463762,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,1131635.7792413542,1.9e-06,0.12776,3.3405438568937114,0.04550077760839099,0.35495614842309386,0.3147131847241011,572.4693348442601
11.0,0.01,0.011,400000.0,0.000127,1.0,30.0,300.0,0.0035069570538013,3853.1575477784313,265.6087782946687,139.47513542907862,0.0,0.0006317676626812,0.4896598227661891,0.2179082834950034,50.8,1.3708619197271781e-08,1.8225947829117047e-09,578.1923928264807,2.489055591581174,0.0002162362992965,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,746501.4071255019,1.9e-06,0.12776,3.44821634418207,0.03187134883771267,0.10794153927118558,0.2433872577959028,192.20620614407207
12.0,0.01,0.011,400000.0,0.000127,1.0,30.0,325.0,0.004371840322889,3853.1575477784313,291.5053062825179,149.393353370322,0.0,0.0006766933001249,0.7227269471982779,0.2716486703030347,50.8,1.6879857850593226e-08,2.0680947817864684e-09,462.8746236147919,2.1596878621029783,0.0002874136082564,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,1077659.2597496887,1.9e-06,0.12776,3.329967528028734,0.04683955341408435,0.28726827689524304,0.3210006174831728,459.0523312802947
13.0,0.01,0.011,400000.0,0.000127,1.0,30.0,350.0,0.0054349299663041,3853.1575477784313,319.92671377973846,145.7148174961735,0.0,0.0006600309753015,0.8878704022400884,0.3377048083862715,50.8,2.0922829865216402e-08,2.287434772460859e-09,371.4721914725087,1.9008224737021784,0.0003842401326076,0.00148,6.65847e-07,0.0154111111111111,0.01157,6.76e-06,0.0805555555555555,0.023,9e-06,0.0031111111111111,0.03605,0.0990777777777777,1.0,1545073.355635842,1.9e-06,0.12776,3.083441015516966,0.07804544107380176,0.3863555938538168,0.44062795143306427,508.61962612555277
